;BUX;BUMIX;;
03-mar-2016;24.360,05;1.738,56;;
02-mar-2016;24.094,22;1.757,05;;
01-mar-2016;23.670,95;1.749,45;;
29-feb-2016;23.327,94;1.705,65;;
26-feb-2016;23.657,79;1.704,50;;
25-feb-2016;23.323,68;1.702,43;;
24-feb-2016;22.940,84;1.696,46;;
23-feb-2016;23.171,97;1.690,62;;
22-feb-2016;23.332,71;1.687,58;;
19-feb-2016;23.171,79;1.667,86;;
18-feb-2016;23.162,25;1.661,39;;
17-feb-2016;22.846,82;1.641,74;;
16-feb-2016;23.013,88;1.656,24;;
15-feb-2016;23.065,93;1.655,34;;
12-feb-2016;22.705,29;1.635,41;;
11-feb-2016;22.536,03;1.635,17;;
10-feb-2016;22.888,51;1.631,60;;
09-feb-2016;22.571,80;1.636,14;;
08-feb-2016;23.262,32;1.649,68;;
05-feb-2016;23.637,22;1.658,23;;
04-feb-2016;23.556,51;1.654,18;;
03-feb-2016;23.395,73;1.647,65;;
02-feb-2016;23.558,48;1.655,40;;
01-feb-2016;24.126,70;1.663,15;;
29-ian-2016;23.997,31;1.667,38;;
28-ian-2016;23.778,94;1.658,40;;
27-ian-2016;23.769,46;1.660,10;;
26-ian-2016;23.522,08;1.639,34;;
25-ian-2016;23.234,03;1.641,22;;
22-ian-2016;23.357,24;1.648,78;;
21-ian-2016;22.908,99;1.629,54;;
20-ian-2016;22.753,21;1.630,04;;
19-ian-2016;23.214,77;1.646,78;;
18-ian-2016;23.179,43;1.643,21;;
15-ian-2016;23.882,92;1.654,83;;
14-ian-2016;24.284,31;1.652,45;;
13-ian-2016;24.330,34;1.646,06;;
12-ian-2016;24.302,45;1.644,78;;
11-ian-2016;23.900,68;1.643,28;;
08-ian-2016;23.956,19;1.640,37;;
07-ian-2016;23.595,10;1.625,92;;
06-ian-2016;24.000,54;1.646,45;;
05-ian-2016;23.861,39;1.643,52;;
04-ian-2016;23.632,57;1.628,50;;
30-dec-2015;23.920,65;1.632,99;;
29-dec-2015;23.964,47;1.631,90;;
28-dec-2015;23.600,03;1.629,30;;
23-dec-2015;23.547,40;1.626,39;;
22-dec-2015;23.455,91;1.613,92;;
21-dec-2015;23.745,86;1.611,33;;
18-dec-2015;23.666,29;1.609,41;;
17-dec-2015;23.703,08;1.604,40;;
16-dec-2015;23.693,38;1.604,42;;
15-dec-2015;23.073,63;1.609,95;;
14-dec-2015;23.005,73;1.608,54;;
11-dec-2015;23.125,86;1.606,51;;
10-dec-2015;23.477,19;1.616,08;;
09-dec-2015;23.431,58;1.617,84;;
08-dec-2015;23.324,90;1.614,95;;
07-dec-2015;23.319,06;1.612,92;;
04-dec-2015;23.629,05;1.621,12;;
03-dec-2015;23.687,65;1.618,97;;
02-dec-2015;23.681,22;1.620,86;;
01-dec-2015;23.846,61;1.623,62;;
30-nov-2015;23.768,60;1.626,93;;
27-nov-2015;23.712,67;1.635,45;;
26-nov-2015;23.826,74;1.628,51;;
25-nov-2015;23.610,62;1.624,05;;
24-nov-2015;23.396,87;1.633,09;;
23-nov-2015;23.485,90;1.627,86;;
20-nov-2015;23.125,79;1.632,72;;
19-nov-2015;23.070,83;1.629,22;;
18-nov-2015;23.279,89;1.630,65;;
17-nov-2015;22.857,57;1.622,72;;
16-nov-2015;22.404,78;1.622,04;;
13-nov-2015;22.393,98;1.612,19;;
12-nov-2015;22.545,21;1.614,60;;
11-nov-2015;22.508,68;1.607,50;;
10-nov-2015;22.394,59;1.610,31;;
09-nov-2015;22.483,92;1.611,71;;
06-nov-2015;22.285,24;1.601,15;;
05-nov-2015;22.130,60;1.600,15;;
04-nov-2015;22.057,82;1.596,21;;
03-nov-2015;21.628,47;1.595,64;;
02-nov-2015;21.580,45;1.598,58;;
30-oct-2015;21.557,44;1.594,21;;
29-oct-2015;21.946,00;1.593,79;;
28-oct-2015;22.064,52;1.597,20;;
27-oct-2015;22.195,34;1.600,29;;
26-oct-2015;22.100,06;1.606,12;;
22-oct-2015;21.883,78;1.602,75;;
21-oct-2015;21.548,55;1.620,56;;
20-oct-2015;21.651,61;1.607,85;;
19-oct-2015;21.850,62;1.616,89;;
16-oct-2015;21.852,10;1.609,04;;
15-oct-2015;22.007,07;1.616,74;;
14-oct-2015;21.890,82;1.617,86;;
13-oct-2015;21.905,14;1.613,76;;
12-oct-2015;22.029,00;1.612,99;;
09-oct-2015;21.941,42;1.613,29;;
08-oct-2015;21.610,82;1.617,54;;
07-oct-2015;21.371,11;1.612,61;;
06-oct-2015;21.152,44;1.614,66;;
05-oct-2015;21.040,05;1.616,53;;
02-oct-2015;20.793,58;1.608,46;;
01-oct-2015;20.956,85;1.612,48;;
30-sept-2015;20.893,96;1.619,06;;
29-sept-2015;20.932,82;1.616,22;;
28-sept-2015;20.666,72;1.599,74;;
25-sept-2015;20.831,02;1.601,47;;
24-sept-2015;20.610,76;1.599,81;;
23-sept-2015;20.687,22;1.594,23;;
22-sept-2015;20.717,92;1.610,32;;
21-sept-2015;21.238,83;1.618,83;;
18-sept-2015;21.119,26;1.613,74;;
17-sept-2015;21.040,86;1.608,65;;
16-sept-2015;21.107,42;1.604,01;;
15-sept-2015;21.126,96;1.613,89;;
14-sept-2015;21.219,23;1.623,36;;
11-sept-2015;21.083,05;1.625,65;;
10-sept-2015;21.306,51;1.627,61;;
09-sept-2015;21.106,96;1.633,65;;
08-sept-2015;20.952,53;1.621,45;;
07-sept-2015;21.335,27;1.626,79;;
04-sept-2015;21.335,79;1.640,02;;
03-sept-2015;21.584,76;1.636,51;;
02-sept-2015;21.173,05;1.628,18;;
01-sept-2015;21.122,94;1.610,88;;
31-aug-2015;21.395,95;1.632,37;;
28-aug-2015;21.333,90;1.647,37;;
27-aug-2015;21.511,15;1.657,28;;
26-aug-2015;21.190,85;1.651,22;;
25-aug-2015;21.389,35;1.647,15;;
24-aug-2015;20.778,29;1.625,23;;
19-aug-2015;22.120,26;1.687,70;;
18-aug-2015;22.002,43;1.693,37;;
17-aug-2015;22.281,45;1.689,31;;
14-aug-2015;22.300,93;1.682,61;;
13-aug-2015;22.493,57;1.692,51;;
12-aug-2015;22.202,01;1.685,52;;
11-aug-2015;22.282,40;1.691,35;;
10-aug-2015;22.543,85;1.690,60;;
07-aug-2015;22.492,78;1.696,06;;
06-aug-2015;22.420,84;1.684,81;;
05-aug-2015;22.781,34;1.685,03;;
04-aug-2015;22.553,44;1.681,53;;
03-aug-2015;22.615,87;1.683,02;;
31-iul-2015;22.588,99;1.679,05;;
30-iul-2015;22.537,66;1.686,02;;
29-iul-2015;22.321,54;1.679,36;;
28-iul-2015;22.381,97;1.692,27;;
27-iul-2015;22.151,40;1.685,33;;
24-iul-2015;22.384,05;1.691,08;;
23-iul-2015;22.315,45;1.678,93;;
22-iul-2015;22.374,16;1.683,27;;
21-iul-2015;22.576,28;1.680,09;;
20-iul-2015;22.475,89;1.668,83;;
17-iul-2015;22.490,22;1.672,67;;
16-iul-2015;22.507,23;1.672,45;;
15-iul-2015;22.285,04;1.662,13;;
14-iul-2015;22.144,47;1.657,66;;
13-iul-2015;22.098,77;1.652,95;;
10-iul-2015;22.064,46;1.652,80;;
09-iul-2015;21.734,72;1.657,52;;
08-iul-2015;21.367,32;1.643,45;;
07-iul-2015;21.400,72;1.637,02;;
06-iul-2015;21.753,36;1.642,07;;
03-iul-2015;21.873,78;1.636,01;;
02-iul-2015;22.005,69;1.644,46;;
01-iul-2015;21.875,86;1.639,98;;
30-iun-2015;21.903,13;1.645,15;;
29-iun-2015;21.623,72;1.634,31;;
26-iun-2015;21.807,50;1.656,45;;
25-iun-2015;21.476,74;1.640,34;;
24-iun-2015;21.844,66;1.653,41;;
23-iun-2015;21.999,31;1.664,71;;
22-iun-2015;21.775,40;1.657,68;;
19-iun-2015;21.470,94;1.657,15;;
18-iun-2015;21.529,13;1.656,66;;
17-iun-2015;21.720,15;1.652,77;;
16-iun-2015;21.693,46;1.650,01;;
15-iun-2015;21.799,82;1.574,67;;
12-iun-2015;21.879,14;1.581,66;;
11-iun-2015;22.215,74;1.590,45;;
10-iun-2015;21.964,72;1.591,54;;
09-iun-2015;22.036,05;1.594,12;;
08-iun-2015;21.842,67;1.586,16;;
05-iun-2015;22.326,95;1.607,92;;
04-iun-2015;22.303,77;1.594,73;;
03-iun-2015;22.389,83;1.608,46;;
02-iun-2015;22.386,48;1.603,47;;
01-iun-2015;22.312,20;1.603,82;;
29-mai-2015;22.378,74;1.599,97;;
28-mai-2015;22.445,82;1.584,52;;
27-mai-2015;22.482,75;1.593,61;;
26-mai-2015;22.117,91;1.585,03;;
22-mai-2015;22.189,96;1.595,75;;
21-mai-2015;22.185,55;1.598,54;;
20-mai-2015;22.231,29;1.609,46;;
19-mai-2015;22.333,72;1.601,53;;
18-mai-2015;22.251,28;1.608,33;;
15-mai-2015;22.393,01;1.609,19;;
14-mai-2015;22.196,60;1.608,83;;
13-mai-2015;22.393,97;1.611,07;;
12-mai-2015;22.529,13;1.624,34;;
11-mai-2015;22.714,49;1.637,77;;
08-mai-2015;22.742,94;1.634,03;;
07-mai-2015;22.731,64;1.633,66;;
06-mai-2015;22.850,53;1.623,11;;
05-mai-2015;22.588,62;1.637,67;;
04-mai-2015;22.554,03;1.632,25;;
30-apr-2015;22.612,46;1.612,79;;
29-apr-2015;22.321,23;1.605,88;;
28-apr-2015;22.789,26;1.613,54;;
27-apr-2015;22.821,79;1.616,53;;
24-apr-2015;22.420,43;1.604,25;;
23-apr-2015;22.050,59;1.607,90;;
22-apr-2015;21.955,29;1.607,02;;
21-apr-2015;21.903,37;1.591,15;;
20-apr-2015;21.642,72;1.586,77;;
17-apr-2015;21.326,99;1.575,57;;
16-apr-2015;21.900,53;1.587,11;;
15-apr-2015;22.077,64;1.581,76;;
14-apr-2015;21.975,22;1.567,11;;
13-apr-2015;22.230,10;1.586,82;;
10-apr-2015;21.152,48;1.578,07;;
09-apr-2015;20.848,31;1.556,64;;
08-apr-2015;20.804,91;1.560,37;;
07-apr-2015;20.462,45;1.550,21;;
02-apr-2015;20.002,45;1.538,41;;
01-apr-2015;19.654,63;1.536,25;;
31-mar-2015;19.689,16;1.517,48;;
30-mar-2015;20.045,92;1.524,49;;
27-mar-2015;19.964,68;1.533,26;;
26-mar-2015;20.191,10;1.542,38;;
25-mar-2015;20.106,09;1.538,13;;
24-mar-2015;19.533,20;1.532,07;;
23-mar-2015;19.327,38;1.528,48;;
20-mar-2015;19.226,03;1.524,20;;
19-mar-2015;18.915,74;1.519,08;;
18-mar-2015;18.522,42;1.514,82;;
17-mar-2015;18.630,84;1.510,89;;
16-mar-2015;18.674,97;1.514,86;;
13-mar-2015;18.666,39;1.510,04;;
12-mar-2015;18.785,40;1.510,48;;
11-mar-2015;18.684,50;1.516,20;;
10-mar-2015;18.380,68;1.514,03;;
09-mar-2015;18.370,17;1.514,65;;
06-mar-2015;18.283,40;1.515,93;;
05-mar-2015;17.897,11;1.506,44;;
04-mar-2015;17.824,28;1.503,19;;
03-mar-2015;17.808,58;1.504,82;;
02-mar-2015;18.009,66;1.501,98;;
27-feb-2015;18.210,19;1.504,39;;
26-feb-2015;18.490,94;1.497,64;;
25-feb-2015;18.567,30;1.505,11;;
24-feb-2015;18.507,84;1.501,72;;
23-feb-2015;18.205,38;1.523,89;;
20-feb-2015;18.011,54;1.518,07;;
19-feb-2015;18.080,36;1.514,81;;
18-feb-2015;18.082,27;1.508,65;;
17-feb-2015;17.913,11;1.506,60;;
16-feb-2015;17.870,65;1.496,62;;
13-feb-2015;18.083,82;1.499,22;;
12-feb-2015;18.113,16;1.490,95;;
11-feb-2015;17.744,91;1.479,85;;
10-feb-2015;17.942,13;1.491,15;;
09-feb-2015;17.665,69;1.478,00;;
06-feb-2015;17.339,13;1.467,59;;
05-feb-2015;17.211,61;1.462,18;;
04-feb-2015;17.350,83;1.459,31;;
03-feb-2015;17.258,06;1.434,97;;
02-feb-2015;16.719,07;1.426,89;;
30-ian-2015;16.530,93;1.422,79;;
29-ian-2015;16.667,99;1.424,27;;
28-ian-2015;16.918,99;1.422,74;;
27-ian-2015;16.952,24;1.412,30;;
26-ian-2015;16.890,95;1.408,12;;
23-ian-2015;16.759,10;1.436,45;;
22-ian-2015;16.776,87;1.424,31;;
21-ian-2015;16.392,43;1.421,76;;
20-ian-2015;16.265,01;1.423,78;;
19-ian-2015;15.802,54;1.423,18;;
16-ian-2015;15.755,90;1.407,39;;
15-ian-2015;15.686,69;1.404,24;;
14-ian-2015;16.066,13;1.435,87;;
13-ian-2015;16.140,26;1.442,05;;
12-ian-2015;16.158,77;1.427,52;;
09-ian-2015;16.222,75;1.428,61;;
08-ian-2015;16.441,68;1.435,53;;
07-ian-2015;16.191,37;1.414,58;;
06-ian-2015;16.173,61;1.412,97;;
05-ian-2015;16.414,80;1.414,27;;
30-dec-2014;16.634,00;1.445,29;;
29-dec-2014;16.519,16;1.439,05;;
23-dec-2014;16.519,04;1.424,77;;
22-dec-2014;16.540,49;1.433,22;;
19-dec-2014;16.382,70;1.422,38;;
18-dec-2014;16.199,49;1.440,59;;
17-dec-2014;16.253,84;1.436,21;;
16-dec-2014;16.169,18;1.432,89;;
15-dec-2014;16.984,23;1.457,03;;
12-dec-2014;17.318,45;1.456,92;;
11-dec-2014;17.463,68;1.461,66;;
10-dec-2014;17.621,96;1.453,28;;
09-dec-2014;17.605,28;1.462,34;;
08-dec-2014;17.747,90;1.461,22;;
05-dec-2014;17.751,87;1.475,32;;
04-dec-2014;17.399,47;1.464,17;;
03-dec-2014;17.281,57;1.458,66;;
02-dec-2014;17.193,26;1.474,88;;
01-dec-2014;17.086,34;1.465,33;;
28-nov-2014;17.350,09;1.468,72;;
27-nov-2014;17.488,21;1.464,05;;
26-nov-2014;17.552,46;1.466,95;;
25-nov-2014;17.606,86;1.471,07;;
24-nov-2014;17.362,67;1.470,21;;
21-nov-2014;17.445,12;1.469,24;;
20-nov-2014;17.504,38;1.475,19;;
19-nov-2014;17.585,79;1.466,80;;
18-nov-2014;17.449,50;1.454,53;;
17-nov-2014;17.310,39;1.449,23;;
14-nov-2014;17.382,95;1.438,27;;
13-nov-2014;17.456,56;1.449,67;;
12-nov-2014;17.437,59;1.470,92;;
11-nov-2014;17.384,04;1.476,97;;
10-nov-2014;17.624,99;1.485,35;;
07-nov-2014;17.123,76;1.465,73;;
06-nov-2014;17.156,37;1.478,15;;
05-nov-2014;17.272,27;1.461,17;;
04-nov-2014;17.156,31;1.455,15;;
03-nov-2014;17.350,31;1.453,22;;
31-oct-2014;17.320,32;1.451,70;;
30-oct-2014;17.146,97;1.448,92;;
29-oct-2014;16.898,91;1.439,38;;
28-oct-2014;17.037,95;1.444,68;;
27-oct-2014;17.129,75;1.455,65;;
22-oct-2014;17.298,24;1.458,39;;
21-oct-2014;17.493,35;1.460,95;;
20-oct-2014;17.336,26;1.465,70;;
17-oct-2014;17.648,88;1.489,35;;
16-oct-2014;17.319,42;1.483,66;;
15-oct-2014;17.503,48;1.484,98;;
14-oct-2014;17.677,86;1.493,99;;
13-oct-2014;17.741,54;1.494,80;;
10-oct-2014;17.701,05;1.495,96;;
09-oct-2014;17.825,15;1.499,55;;
08-oct-2014;17.710,83;1.492,66;;
07-oct-2014;17.963,83;1.493,11;;
06-oct-2014;18.031,43;1.499,58;;
03-oct-2014;17.894,33;1.506,35;;
02-oct-2014;17.717,78;1.507,99;;
01-oct-2014;17.959,39;1.519,74;;
30-sept-2014;17.884,71;1.491,37;;
29-sept-2014;17.838,87;1.495,87;;
26-sept-2014;17.619,51;1.493,42;;
25-sept-2014;17.839,72;1.504,28;;
24-sept-2014;18.092,86;1.494,44;;
23-sept-2014;18.257,13;1.488,61;;
22-sept-2014;18.522,77;1.486,57;;
19-sept-2014;18.412,40;1.493,34;;
18-sept-2014;18.749,34;1.494,21;;
17-sept-2014;18.775,53;1.508,77;;
16-sept-2014;18.727,68;1.504,80;;
15-sept-2014;18.675,80;1.509,62;;
12-sept-2014;18.691,80;1.521,45;;
11-sept-2014;18.638,28;1.517,08;;
10-sept-2014;18.709,49;1.521,00;;
09-sept-2014;18.670,02;1.524,41;;
08-sept-2014;18.561,29;1.515,64;;
05-sept-2014;18.591,72;1.515,42;;
04-sept-2014;18.630,56;1.517,02;;
03-sept-2014;18.415,30;1.512,54;;
02-sept-2014;17.969,68;1.505,29;;
01-sept-2014;17.881,22;1.503,26;;
29-aug-2014;17.779,76;1.505,22;;
28-aug-2014;17.648,90;1.499,91;;
27-aug-2014;18.023,45;1.505,73;;
26-aug-2014;18.007,24;1.503,19;;
25-aug-2014;17.885,21;1.501,13;;
22-aug-2014;17.802,52;1.507,76;;
21-aug-2014;17.963,98;1.500,58;;
19-aug-2014;17.715,56;1.489,02;;
18-aug-2014;17.670,58;1.503,71;;
15-aug-2014;17.506,09;1.502,34;;
14-aug-2014;17.411,51;1.498,75;;
13-aug-2014;17.423,90;1.492,82;;
12-aug-2014;17.082,22;1.500,82;;
11-aug-2014;17.274,00;1.500,68;;
08-aug-2014;17.092,37;1.499,69;;
07-aug-2014;17.137,40;1.494,74;;
06-aug-2014;17.346,55;1.489,19;;
05-aug-2014;17.651,90;1.506,51;;
04-aug-2014;17.655,69;1.498,81;;
01-aug-2014;17.700,59;1.509,54;;
31-iul-2014;17.521,84;1.484,71;;
30-iul-2014;17.823,93;1.489,27;;
29-iul-2014;17.865,46;1.498,55;;
28-iul-2014;17.903,95;1.502,47;;
25-iul-2014;17.860,75;1.505,95;;
24-iul-2014;17.952,63;1.508,88;;
23-iul-2014;18.004,51;1.509,36;;
22-iul-2014;18.104,86;1.506,07;;
21-iul-2014;17.956,26;1.504,86;;
18-iul-2014;17.924,70;1.491,83;;
17-iul-2014;18.026,45;1.488,94;;
16-iul-2014;18.161,82;1.490,17;;
15-iul-2014;18.144,25;1.492,79;;
14-iul-2014;18.089,78;1.495,54;;
11-iul-2014;17.902,46;1.475,90;;
10-iul-2014;17.854,11;1.450,62;;
09-iul-2014;18.005,86;1.487,79;;
08-iul-2014;18.329,79;1.496,08;;
07-iul-2014;18.541,25;1.512,08;;
04-iul-2014;18.446,50;1.512,44;;
03-iul-2014;18.612,99;1.513,18;;
02-iul-2014;18.539,48;1.516,02;;
01-iul-2014;18.494,93;1.510,28;;
30-iun-2014;18.605,78;1.525,35;;
27-iun-2014;18.729,39;1.528,04;;
26-iun-2014;18.511,02;1.520,91;;
25-iun-2014;18.896,69;1.529,78;;
24-iun-2014;19.018,85;1.525,94;;
23-iun-2014;19.072,20;1.527,26;;
20-iun-2014;18.953,38;1.523,53;;
19-iun-2014;19.086,91;1.536,78;;
18-iun-2014;18.970,95;1.535,01;;
17-iun-2014;18.695,19;1.529,66;;
16-iun-2014;18.851,92;1.540,55;;
13-iun-2014;18.796,52;1.548,38;;
12-iun-2014;18.912,09;1.546,51;;
11-iun-2014;19.006,60;1.554,20;;
10-iun-2014;19.071,73;1.538,03;;
06-iun-2014;19.065,33;1.531,89;;
05-iun-2014;18.954,65;1.519,75;;
04-iun-2014;19.089,09;1.535,50;;
03-iun-2014;19.129,17;1.538,38;;
02-iun-2014;19.300,54;1.531,18;;
30-mai-2014;19.264,42;1.534,40;;
29-mai-2014;19.058,73;1.534,53;;
28-mai-2014;18.968,15;1.526,33;;
27-mai-2014;19.051,17;1.529,65;;
26-mai-2014;19.105,81;1.529,73;;
23-mai-2014;19.193,18;1.528,81;;
22-mai-2014;19.092,40;1.528,90;;
21-mai-2014;18.890,56;1.527,00;;
20-mai-2014;18.814,51;1.529,14;;
19-mai-2014;18.644,17;1.537,18;;
16-mai-2014;18.435,22;1.509,52;;
15-mai-2014;18.238,11;1.517,42;;
14-mai-2014;18.277,55;1.513,49;;
13-mai-2014;18.135,09;1.516,12;;
12-mai-2014;18.237,08;1.512,99;;
09-mai-2014;18.156,80;1.504,02;;
08-mai-2014;18.102,14;1.490,95;;
07-mai-2014;17.986,10;1.492,79;;
06-mai-2014;17.660,38;1.495,38;;
05-mai-2014;17.373,54;1.480,51;;
30-apr-2014;17.434,53;1.493,11;;
29-apr-2014;17.616,01;1.496,47;;
28-apr-2014;17.540,66;1.501,02;;
25-apr-2014;17.571,41;1.517,15;;
24-apr-2014;17.573,50;1.512,20;;
23-apr-2014;17.774,54;1.520,73;;
22-apr-2014;17.884,56;1.511,79;;
17-apr-2014;17.702,77;1.518,98;;
16-apr-2014;17.407,97;1.515,94;;
15-apr-2014;17.345,60;1.514,17;;
14-apr-2014;17.797,71;1.517,68;;
11-apr-2014;17.965,25;1.513,72;;
10-apr-2014;18.126,26;1.525,41;;
09-apr-2014;18.150,21;1.515,40;;
08-apr-2014;18.052,25;1.517,73;;
07-apr-2014;18.109,58;1.528,18;;
04-apr-2014;17.990,04;1.528,19;;
03-apr-2014;18.167,90;1.525,28;;
02-apr-2014;18.021,11;1.519,60;;
01-apr-2014;17.643,29;1.519,47;;
31-mar-2014;17.529,99;1.519,78;;
28-mar-2014;17.390,31;1.525,82;;
27-mar-2014;16.996,66;1.527,72;;
26-mar-2014;16.963,31;1.519,58;;
25-mar-2014;16.827,74;1.514,26;;
24-mar-2014;16.825,50;1.504,83;;
21-mar-2014;16.759,99;1.503,45;;
20-mar-2014;16.954,64;1.517,54;;
19-mar-2014;17.052,51;1.525,25;;
18-mar-2014;16.961,88;1.513,33;;
17-mar-2014;16.791,20;1.509,76;;
14-mar-2014;16.157,59;1.475,79;;
13-mar-2014;16.140,53;1.451,10;;
12-mar-2014;16.343,13;1.488,64;;
11-mar-2014;16.617,65;1.541,15;;
10-mar-2014;16.796,88;1.536,78;;
07-mar-2014;17.130,56;1.563,80;;
06-mar-2014;17.394,25;1.557,35;;
05-mar-2014;17.471,84;1.544,98;;
04-mar-2014;17.753,99;1.541,57;;
03-mar-2014;17.115,16;1.516,88;;
28-feb-2014;17.744,92;1.551,86;;
27-feb-2014;17.376,42;1.543,32;;
26-feb-2014;17.794,88;1.549,64;;
25-feb-2014;17.753,69;1.545,93;;
24-feb-2014;18.221,94;1.553,13;;
21-feb-2014;18.110,98;1.532,75;;
20-feb-2014;18.096,53;1.530,53;;
19-feb-2014;18.272,57;1.536,73;;
18-feb-2014;18.327,43;1.539,10;;
17-feb-2014;18.299,74;1.546,08;;
14-feb-2014;18.249,39;1.543,09;;
13-feb-2014;18.028,42;1.489,43;;
12-feb-2014;18.062,20;1.466,06;;
11-feb-2014;18.297,44;1.449,76;;
10-feb-2014;18.115,28;1.414,38;;
07-feb-2014;18.106,07;1.409,48;;
06-feb-2014;18.087,59;1.389,28;;
05-feb-2014;18.339,32;1.393,59;;
04-feb-2014;18.510,64;1.389,90;;
03-feb-2014;18.552,47;1.392,83;;
31-ian-2014;18.958,24;1.403,88;;
30-ian-2014;18.616,68;1.392,31;;
29-ian-2014;18.546,80;1.375,08;;
28-ian-2014;18.707,40;1.391,05;;
27-ian-2014;18.799,73;1.385,11;;
24-ian-2014;19.075,39;1.396,15;;
23-ian-2014;19.544,61;1.414,96;;
22-ian-2014;19.596,46;1.420,58;;
21-ian-2014;19.453,02;1.426,40;;
20-ian-2014;19.262,54;1.414,76;;
17-ian-2014;19.255,65;1.426,31;;
16-ian-2014;19.459,58;1.417,02;;
15-ian-2014;19.423,02;1.407,25;;
14-ian-2014;19.430,29;1.399,69;;
13-ian-2014;19.420,16;1.393,10;;
10-ian-2014;19.101,72;1.382,53;;
09-ian-2014;18.986,30;1.368,59;;
08-ian-2014;18.681,50;1.373,24;;
07-ian-2014;18.618,66;1.386,46;;
06-ian-2014;18.572,77;1.374,88;;
03-ian-2014;18.626,19;1.361,01;;
02-ian-2014;18.552,40;1.389,02;;
30-dec-2013;18.564,08;1.342,26;;
23-dec-2013;18.334,09;1.306,16;;
20-dec-2013;18.459,33;1.273,76;;
19-dec-2013;18.630,57;1.255,15;;
18-dec-2013;18.611,55;1.253,23;;
17-dec-2013;18.617,52;1.236,21;;
16-dec-2013;18.781,01;1.242,17;;
13-dec-2013;18.424,72;1.239,78;;
12-dec-2013;18.281,35;1.240,17;;
11-dec-2013;18.433,59;1.239,75;;
10-dec-2013;18.236,50;1.234,40;;
09-dec-2013;18.244,96;1.235,21;;
06-dec-2013;18.464,46;1.232,07;;
05-dec-2013;18.529,34;1.224,41;;
04-dec-2013;18.699,08;1.219,86;;
03-dec-2013;18.632,25;1.229,82;;
02-dec-2013;18.790,70;1.237,45;;
29-nov-2013;18.809,76;1.234,52;;
28-nov-2013;18.546,47;1.230,23;;
27-nov-2013;18.508,07;1.230,45;;
26-nov-2013;18.342,10;1.229,79;;
25-nov-2013;18.602,17;1.238,40;;
22-nov-2013;18.565,69;1.242,43;;
21-nov-2013;18.594,05;1.225,12;;
20-nov-2013;18.491,99;1.230,50;;
19-nov-2013;18.680,74;1.234,07;;
18-nov-2013;18.855,20;1.229,05;;
15-nov-2013;18.882,95;1.221,72;;
14-nov-2013;18.821,21;1.209,22;;
13-nov-2013;18.448,55;1.193,84;;
12-nov-2013;18.727,94;1.215,33;;
11-nov-2013;18.749,10;1.212,58;;
08-nov-2013;18.948,26;1.207,54;;
07-nov-2013;18.897,17;1.194,44;;
06-nov-2013;19.217,65;1.196,57;;
05-nov-2013;19.181,33;1.194,00;;
04-nov-2013;19.148,65;1.188,44;;
31-oct-2013;18.827,03;1.187,68;;
30-oct-2013;18.823,24;1.188,01;;
29-oct-2013;18.780,68;1.187,10;;
28-oct-2013;18.717,05;1.183,55;;
25-oct-2013;18.849,45;1.174,25;;
24-oct-2013;18.756,72;1.166,95;;
22-oct-2013;18.658,10;1.169,96;;
21-oct-2013;18.786,57;1.164,72;;
18-oct-2013;18.547,65;1.173,49;;
17-oct-2013;18.456,14;1.164,81;;
16-oct-2013;18.420,61;1.162,47;;
15-oct-2013;18.713,54;1.167,77;;
14-oct-2013;18.550,87;1.154,19;;
11-oct-2013;18.638,17;1.156,17;;
10-oct-2013;18.679,38;1.158,27;;
09-oct-2013;18.403,21;1.151,79;;
08-oct-2013;18.501,98;1.141,42;;
07-oct-2013;18.439,30;1.135,82;;
04-oct-2013;18.535,36;1.134,87;;
03-oct-2013;18.575,80;1.132,42;;
02-oct-2013;18.645,35;1.133,60;;
01-oct-2013;18.811,61;1.134,70;;
30-sept-2013;18.663,34;1.132,79;;
27-sept-2013;18.659,73;1.124,52;;
26-sept-2013;18.729,87;1.118,66;;
25-sept-2013;18.687,49;1.119,56;;
24-sept-2013;18.389,32;992,89;;
23-sept-2013;18.196,08;997,03;;
20-sept-2013;18.245,91;998,35;;
19-sept-2013;18.468,92;1.012,05;;
18-sept-2013;18.454,66;1.016,00;;
17-sept-2013;18.629,09;1.015,98;;
16-sept-2013;18.627,37;1.014,32;;
13-sept-2013;18.423,68;997,35;;
12-sept-2013;18.290,57;989,74;;
11-sept-2013;18.387,99;981,00;;
10-sept-2013;18.092,90;985,07;;
09-sept-2013;17.922,55;988,88;;
06-sept-2013;18.015,16;983,07;;
05-sept-2013;18.147,23;984,41;;
04-sept-2013;18.156,25;998,99;;
03-sept-2013;18.271,61;1.002,19;;
02-sept-2013;18.192,89;1.006,15;;
30-aug-2013;18.198,84;1.009,67;;
29-aug-2013;18.046,71;1.009,34;;
28-aug-2013;18.181,64;1.009,46;;
27-aug-2013;17.884,19;1.005,14;;
26-aug-2013;18.243,97;1.015,29;;
23-aug-2013;18.146,21;1.008,12;;
22-aug-2013;18.156,52;1.006,24;;
21-aug-2013;18.101,52;1.005,91;;
16-aug-2013;18.411,25;1.012,07;;
15-aug-2013;18.322,71;1.012,51;;
14-aug-2013;18.632,31;1.002,70;;
13-aug-2013;18.655,33;1.006,32;;
12-aug-2013;18.705,38;1.013,81;;
09-aug-2013;18.706,78;1.016,84;;
08-aug-2013;18.798,70;1.017,36;;
