;SOFIX;BG REIT
06-mar-2013;384,65;84,02
05-mar-2013;382,69;83,78
04-mar-2013;378,94;83,30
01-mar-2013;382,84;82,99
28-feb-2013;382,04;83,32
27-feb-2013;373,37;81,13
26-feb-2013;366,52;80,87
25-feb-2013;383,38;81,24
22-feb-2013;387,67;81,82
21-feb-2013;387,17;82,27
20-feb-2013;382,7;81,68
19-feb-2013;393,29;81,91
18-feb-2013;401,77;83,07
15-feb-2013;408,42;83,15
14-feb-2013;410,25;83,88
13-feb-2013;412,63;83,81
12-feb-2013;411,96;84,73
11-feb-2013;401,56;84,91
08-feb-2013;398,72;84,41
07-feb-2013;397,01;84,13
06-feb-2013;390,43;84,09
05-feb-2013;388,67;84,06
04-feb-2013;388,34;83,64
01-feb-2013;397,16;83,87
31-ian-2013;399,59;84,01
30-ian-2013;397,12;83,84
29-ian-2013;388,57;83,05
28-ian-2013;391,82;83,16
25-ian-2013;384,61;83,05
24-ian-2013;378,32;81,93
23-ian-2013;370,11;82,03
22-ian-2013;368,13;80,30
21-ian-2013;362,8;79,95
18-ian-2013;363,23;80,01
17-ian-2013;363,16;80,15
16-ian-2013;360,88;81,26
15-ian-2013;360,38;80,79
14-ian-2013;364,8;79,86
11-ian-2013;365,26;79,95
10-ian-2013;361,65;80,44
09-ian-2013;360,27;80,51
08-ian-2013;354,13;80,91
07-ian-2013;352,54;81,49
04-ian-2013;350,47;80,51
03-ian-2013;347,21;79,55
02-ian-2013;343,72;79,40
28-dec-2012;345,46;79,62
27-dec-2012;341,28;80,29
21-dec-2012;331,6;78,78
20-dec-2012;330,99;79,09
19-dec-2012;327,37;79,88
18-dec-2012;326,34;78,96
17-dec-2012;327,44;79,06
14-dec-2012;327,44;79,05
13-dec-2012;331,06;79,48
12-dec-2012;331,03;79,58
11-dec-2012;331,28;78,78
10-dec-2012;329,85;78,98
07-dec-2012;329,74;80,02
06-dec-2012;330,99;80,26
05-dec-2012;331,04;79,07
04-dec-2012;328,92;79,39
03-dec-2012;329,13;79,67
30-nov-2012;327,57;79,59
29-nov-2012;326,78;80,39
28-nov-2012;324,28;79,47
27-nov-2012;326,86;79,76
26-nov-2012;324,36;80,31
23-nov-2012;325,92;79,99
22-nov-2012;326,91;80,52
21-nov-2012;323,81;79,38
20-nov-2012;323,08;79,51
19-nov-2012;325,91;79,51
16-nov-2012;330,1;80,31
15-nov-2012;329,51;79,94
14-nov-2012;328,01;79,02
13-nov-2012;327,7;79,24
12-nov-2012;329,47;80,01
09-nov-2012;331,48;79,98
08-nov-2012;333,28;80,71
07-nov-2012;332,43;80,75
06-nov-2012;334,32;80,67
05-nov-2012;332,41;80,81
02-nov-2012;330,8;80,16
01-nov-2012;329,23;80,68
31-oct-2012;329,7;79,13
30-oct-2012;320,33;79,08
29-oct-2012;330,41;78,74
26-oct-2012;327,65;78,92
25-oct-2012;321,48;78,77
24-oct-2012;324,34;79,14
23-oct-2012;319,68;80,45
22-oct-2012;321,23;80,84
19-oct-2012;324,55;79,99
18-oct-2012;326,69;80,63
17-oct-2012;326,48;80,99
16-oct-2012;326,45;80,61
15-oct-2012;326,46;80,72
12-oct-2012;324,16;80,14
11-oct-2012;322,05;80,13
10-oct-2012;318,51;79,52
09-oct-2012;319,93;78,26
08-oct-2012;318,54;77,56
05-oct-2012;319,04;78,30
04-oct-2012;318,44;77,41
03-oct-2012;323,96;77,53
02-oct-2012;329,41;78,45
01-oct-2012;325,77;79,03
28-sept-2012;323,97;79,11
27-sept-2012;321,27;78,78
26-sept-2012;318,38;79,06
25-sept-2012;318,45;79,60
24-sept-2012;316,98;79,45
21-sept-2012;320,15;79,56
20-sept-2012;317,4;79,36
19-sept-2012;320,45;80,66
18-sept-2012;320,61;80,37
17-sept-2012;318,93;78,94
14-sept-2012;318,68;79,02
13-sept-2012;320,59;78,29
12-sept-2012;321,15;78,92
11-sept-2012;320,67;79,81
10-sept-2012;320,04;78,51
05-sept-2012;319,51;80,55
04-sept-2012;321,01;79,44
03-sept-2012;319,83;79,77
31-aug-2012;322,38;81,98
30-aug-2012;321,05;81,06
29-aug-2012;323,16;80,02
28-aug-2012;323,3;78,10
27-aug-2012;323,06;77,72
24-aug-2012;324,89;77,68
23-aug-2012;323,22;77,48
22-aug-2012;322,65;77,81
21-aug-2012;321,85;77,95
20-aug-2012;321,48;77,19
17-aug-2012;320,94;78,79
16-aug-2012;319,09;77,19
15-aug-2012;318,39;76,14
14-aug-2012;316,35;76,83
13-aug-2012;314,39;76,04
10-aug-2012;313,44;75,94
09-aug-2012;313,94;76,34
08-aug-2012;315,31;76,45
07-aug-2012;315,02;76,34
06-aug-2012;314,09;76,03
03-aug-2012;312,9;76,15
02-aug-2012;314,48;76,13
01-aug-2012;313,02;75,38
31-iul-2012;313,58;74,78
30-iul-2012;309,76;74,35
27-iul-2012;308,62;74,01
26-iul-2012;308,08;74,25
25-iul-2012;303,49;73,15
24-iul-2012;302,21;73,95
23-iul-2012;299,26;73,57
20-iul-2012;301,31;73,78
19-iul-2012;301,2;71,87
18-iul-2012;299,43;71,21
17-iul-2012;297,31;69,54
16-iul-2012;296,2;68,90
13-iul-2012;291,62;68,76
12-iul-2012;295,19;68,92
11-iul-2012;293,55;68,34
10-iul-2012;290,95;68,29
09-iul-2012;291,17;69,81
06-iul-2012;289,02;69,47
05-iul-2012;290,16;69,36
04-iul-2012;293,81;69,86
03-iul-2012;295,74;70,95
02-iul-2012;296,59;71,01
29-iun-2012;292,99;70,63
28-iun-2012;291,91;69,73
27-iun-2012;292,19;70,13
26-iun-2012;292,53;70,13
25-iun-2012;292,25;69,70
22-iun-2012;291,37;69,61
21-iun-2012;289,59;69,63
20-iun-2012;287,65;69,17
19-iun-2012;290,36;67,90
18-iun-2012;290,83;68,42
15-iun-2012;288,5;67,79
14-iun-2012;289,71;68,26
13-iun-2012;289,87;67,31
12-iun-2012;290,78;68,06
11-iun-2012;293,25;67,79
08-iun-2012;291,73;68,06
07-iun-2012;291,67;68,00
06-iun-2012;297,13;68,62
05-iun-2012;294,43;68,17
04-iun-2012;294,94;69,30
01-iun-2012;288,2;67,56
31-mai-2012;293,96;67,58
30-mai-2012;299,17;68,49
29-mai-2012;298,86;69,16
28-mai-2012;299,65;70,20
23-mai-2012;301,34;69,89
22-mai-2012;301,92;70,49
21-mai-2012;305,03;71,60
18-mai-2012;303,25;71,31
17-mai-2012;304,54;71,03
16-mai-2012;305,38;70,13
15-mai-2012;307,23;70,45
14-mai-2012;306,89;70,22
11-mai-2012;306,31;69,75
10-mai-2012;303,62;68,98
09-mai-2012;300,27;65,01
08-mai-2012;299,06;64,06
07-mai-2012;301,24;64,40
04-mai-2012;302,69;64,21
03-mai-2012;303,32;64,71
02-mai-2012;301,7;63,07
27-apr-2012;301,76;63,00
26-apr-2012;300,06;62,87
25-apr-2012;302,11;63,17
24-apr-2012;301,38;63,27
23-apr-2012;302,46;63,25
20-apr-2012;303,16;63,19
19-apr-2012;304,59;62,93
18-apr-2012;303,43;62,86
17-apr-2012;303,44;62,10
12-apr-2012;303,59;62,63
11-apr-2012;301,51;62,22
10-apr-2012;302,02;61,62
05-apr-2012;306,15;61,71
04-apr-2012;308,63;62,67
03-apr-2012;309,37;62,37
02-apr-2012;311,36;62,18
30-mar-2012;308,91;62,43
29-mar-2012;309,49;63,09
28-mar-2012;308,75;62,83
27-mar-2012;308,97;63,02
26-mar-2012;310,65;62,30
23-mar-2012;309,82;62,23
22-mar-2012;307,89;62,08
21-mar-2012;309,83;61,85
20-mar-2012;308,95;61,92
19-mar-2012;308,79;61,85
16-mar-2012;311,27;61,90
15-mar-2012;314,11;59,94
14-mar-2012;311;60,00
13-mar-2012;309,83;59,65
12-mar-2012;310,17;59,31
09-mar-2012;309,27;59,18
08-mar-2012;311,15;59,40
07-mar-2012;312,09;59,35
06-mar-2012;312,01;58,81
05-mar-2012;312,99;59,35
02-mar-2012;313,38;59,56
01-mar-2012;313,53;59,12
29-feb-2012;313,48;58,74
28-feb-2012;308,94;58,83
27-feb-2012;305,98;58,60
24-feb-2012;305,81;58,31
23-feb-2012;306,25;57,92
22-feb-2012;306,41;57,32
21-feb-2012;309,26;57,34
20-feb-2012;310,59;56,74
17-feb-2012;309,33;56,72
16-feb-2012;307,22;56,17
15-feb-2012;310,18;56,54
14-feb-2012;305,23;55,63
13-feb-2012;308,82;56,29
10-feb-2012;308,49;56,48
09-feb-2012;308,52;56,74
08-feb-2012;312,76;56,62
07-feb-2012;312,59;56,50
06-feb-2012;318,28;57,26
03-feb-2012;317,73;56,92
02-feb-2012;317,1;56,44
01-feb-2012;321,49;57,08
31-ian-2012;322,88;56,54
30-ian-2012;318,57;56,28
27-ian-2012;320,65;56,19
26-ian-2012;318,28;55,53
25-ian-2012;315,86;54,47
24-ian-2012;313,47;53,65
23-ian-2012;316,11;53,58
20-ian-2012;313,01;52,56
19-ian-2012;314,88;52,07
18-ian-2012;316,57;52,13
17-ian-2012;314,81;52,10
16-ian-2012;313,17;51,51
13-ian-2012;314,52;51,70
12-ian-2012;313,79;51,41
11-ian-2012;314,75;50,75
10-ian-2012;314,85;50,32
09-ian-2012;313,65;49,90
06-ian-2012;314,38;49,75
05-ian-2012;315,33;50,91
04-ian-2012;320,62;51,88
03-ian-2012;318,03;51,45
30-dec-2011;322,11;51,25
29-dec-2011;320,46;51,13
28-dec-2011;324,84;50,36
27-dec-2011;322,35;49,98
23-dec-2011;317,51;49,00
22-dec-2011;314,75;48,50
21-dec-2011;306,72;47,62
20-dec-2011;301,88;46,95
19-dec-2011;301,89;47,77
16-dec-2011;301,42;48,19
15-dec-2011;302,64;47,59
14-dec-2011;302,06;47,17
13-dec-2011;301,01;47,66
12-dec-2011;302,82;48,39
09-dec-2011;302,91;48,43
08-dec-2011;302,72;48,01
07-dec-2011;302,59;47,33
06-dec-2011;305,44;46,54
05-dec-2011;306,7;47,74
02-dec-2011;310,85;48,71
01-dec-2011;311,05;47,92
30-nov-2011;308,85;47,99
29-nov-2011;309,68;47,56
28-nov-2011;310,42;47,85
25-nov-2011;313,1;48,00
24-nov-2011;317,86;48,69
23-nov-2011;319,88;47,10
22-nov-2011;322,19;47,35
21-nov-2011;322,16;47,60
18-nov-2011;322,8;47,77
17-nov-2011;327,34;47,10
16-nov-2011;332,68;47,63
15-nov-2011;334,04;47,57
14-nov-2011;332,7;47,58
11-nov-2011;333,86;48,20
10-nov-2011;334,47;48,27
09-nov-2011;336,4;48,32
08-nov-2011;338,04;48,71
07-nov-2011;338,06;49,17
04-nov-2011;339,86;49,51
03-nov-2011;338,28;49,54
02-nov-2011;336,91;49,29
01-nov-2011;340,23;48,92
31-oct-2011;341,63;49,29
28-oct-2011;343,68;49,15
27-oct-2011;343,68;49,56
26-oct-2011;342,59;49,18
25-oct-2011;344,12;48,87
24-oct-2011;344,37;48,41
21-oct-2011;343,52;48,97
20-oct-2011;341,94;47,48
19-oct-2011;344,27;47,33
18-oct-2011;339,49;47,22
17-oct-2011;342,12;47,05
14-oct-2011;337,82;47,18
13-oct-2011;336,68;47,22
12-oct-2011;336,79;46,98
11-oct-2011;336,93;47,29
10-oct-2011;337,1;47,22
07-oct-2011;336,08;46,90
06-oct-2011;333,11;46,72
05-oct-2011;333,1;47,08
04-oct-2011;330,82;45,62
03-oct-2011;339,79;46,61
30-sept-2011;347,01;47,35
29-sept-2011;353,77;47,46
28-sept-2011;350,98;47,37
27-sept-2011;348,36;46,85
26-sept-2011;348,05;47,03
21-sept-2011;354,31;47,63
20-sept-2011;360,12;48,93
19-sept-2011;359,16;48,19
16-sept-2011;362,97;48,65
15-sept-2011;365,46;48,02
14-sept-2011;365,5;48,30
13-sept-2011;363,04;47,55
12-sept-2011;366,23;48,08
09-sept-2011;370,73;48,02
08-sept-2011;371,66;47,83
07-sept-2011;370,67;47,99
02-sept-2011;376,12;48,18
01-sept-2011;377,55;48,07
31-aug-2011;378,15;48,85
30-aug-2011;376,41;48,28
29-aug-2011;372,83;48,07
26-aug-2011;373,45;47,53
25-aug-2011;374,6;47,92
24-aug-2011;371,29;47,78
23-aug-2011;371,65;47,38
22-aug-2011;367,06;47,53
19-aug-2011;367,71;47,48
18-aug-2011;375,01;47,48
17-aug-2011;376,19;47,50
16-aug-2011;379,35;47,49
15-aug-2011;384,11;47,58
12-aug-2011;383,79;47,36
11-aug-2011;377,53;47,45
10-aug-2011;388,2;48,48
09-aug-2011;378,89;48,06
08-aug-2011;390,07;47,87
05-aug-2011;399,33;48,27
04-aug-2011;408,24;48,74
03-aug-2011;409,27;49,27
02-aug-2011;414,61;49,77
01-aug-2011;420,54;50,33
29-iul-2011;416,76;48,99
28-iul-2011;417,21;48,98
27-iul-2011;418,91;49,42
26-iul-2011;415,84;49,43
25-iul-2011;419,99;49,75
22-iul-2011;421,02;49,97
21-iul-2011;420,66;49,78
20-iul-2011;420,99;50,01
19-iul-2011;421,16;49,68
18-iul-2011;417,91;50,07
15-iul-2011;419,03;49,37
14-iul-2011;417,21;49,07
13-iul-2011;412,79;48,94
12-iul-2011;413,86;48,94
11-iul-2011;417,28;50,17
08-iul-2011;418,41;50,13
07-iul-2011;411,54;50,73
06-iul-2011;409,95;51,22
05-iul-2011;412,75;51,15
04-iul-2011;412,21;51,59
01-iul-2011;411,36;52,49
30-iun-2011;413,77;52,54
29-iun-2011;415,84;50,92
28-iun-2011;408,89;48,57
27-iun-2011;407,35;48,41
24-iun-2011;408,99;48,66
23-iun-2011;407,89;48,67
22-iun-2011;408,8;48,15
21-iun-2011;410,16;48,17
20-iun-2011;408,28;47,71
17-iun-2011;411,67;47,76
16-iun-2011;412,62;47,87
15-iun-2011;412,77;47,16
14-iun-2011;414,47;48,29
13-iun-2011;412,32;48,00
10-iun-2011;412,51;48,01
09-iun-2011;412,65;48,14
08-iun-2011;414,91;48,10
07-iun-2011;412,96;48,24
06-iun-2011;408,91;47,14
03-iun-2011;419,03;48,20
02-iun-2011;426,01;48,40
01-iun-2011;425,76;48,21
31-mai-2011;431,15;49,20
30-mai-2011;426,16;49,52
27-mai-2011;432,38;49,21
26-mai-2011;434,35;49,34
25-mai-2011;432,94;49,53
20-mai-2011;436,73;49,87
19-mai-2011;437,19;49,73
18-mai-2011;439,04;50,64
17-mai-2011;439,24;50,65
16-mai-2011;441,61;50,61
13-mai-2011;442,39;50,18
12-mai-2011;442,73;50,20
11-mai-2011;443,29;50,69
10-mai-2011;441,97;50,82
09-mai-2011;440,67;50,82
05-mai-2011;441,23;51,25
04-mai-2011;442,49;51,27
03-mai-2011;441,28;51,88
02-mai-2011;442,21;50,98
29-apr-2011;441,29;51,30
28-apr-2011;441,18;51,68
27-apr-2011;441,33;51,32
26-apr-2011;440,42;51,03
21-apr-2011;441,59;50,69
20-apr-2011;441,82;50,40
19-apr-2011;441,76;51,33
18-apr-2011;441,59;51,13
15-apr-2011;442,79;51,82
14-apr-2011;443,45;51,51
13-apr-2011;439,8;51,22
12-apr-2011;442,62;51,49
11-apr-2011;445,34;51,68
08-apr-2011;443,86;51,78
07-apr-2011;446,42;52,10
06-apr-2011;445,4;51,67
05-apr-2011;445,41;51,17
04-apr-2011;446,51;50,93
01-apr-2011;445,77;50,35
31-mar-2011;445,43;51,40
30-mar-2011;443,53;49,97
29-mar-2011;442,81;50,44
28-mar-2011;440,71;50,06
25-mar-2011;439,6;49,99
24-mar-2011;438,22;49,82
23-mar-2011;436,79;49,39
22-mar-2011;437,24;49,89
21-mar-2011;436,49;49,86
19-mar-2011;432,39;49,83
18-mar-2011;432,39;49,83
17-mar-2011;435,12;50,33
16-mar-2011;434,24;50,34
15-mar-2011;424,69;49,51
14-mar-2011;433,8;50,24
11-mar-2011;436,78;50,57
10-mar-2011;445,78;50,55
09-mar-2011;446,86;50,94
08-mar-2011;444,09;50,44
07-mar-2011;441,79;50,40
02-mar-2011;440,72;50,54
01-mar-2011;443,81;50,06
28-feb-2011;449,9;50,44
25-feb-2011;442,6;49,42
24-feb-2011;426,77;48,04
23-feb-2011;434,77;48,36
22-feb-2011;447,08;48,87
21-feb-2011;450,25;49,67
18-feb-2011;451,53;48,97
17-feb-2011;448,9;49,13
16-feb-2011;451,56;48,67
15-feb-2011;448,18;48,65
14-feb-2011;436,05;48,53
11-feb-2011;428,73;48,10
10-feb-2011;426,6;47,46
09-feb-2011;421,85;47,70
08-feb-2011;417,13;47,37
07-feb-2011;407,46;46,78
04-feb-2011;424,4;47,42
03-feb-2011;433,74;47,25
02-feb-2011;419,24;47,86
01-feb-2011;406,25;46,32
31-ian-2011;398,15;46,12
28-ian-2011;403,35;46,31
27-ian-2011;399,95;46,95
26-ian-2011;396,6;46,83
25-ian-2011;391,83;46,12
24-ian-2011;387,31;46,52
21-ian-2011;381,83;45,80
20-ian-2011;379,6;46,11
19-ian-2011;380,39;45,97
18-ian-2011;383,18;45,88
17-ian-2011;377,44;45,88
14-ian-2011;371,88;46,05
13-ian-2011;367,65;45,04
12-ian-2011;364,68;45,47
11-ian-2011;364,65;44,37
10-ian-2011;361,73;43,82
07-ian-2011;364,98;43,14
06-ian-2011;364,58;43,15
05-ian-2011;364,36;43,09
04-ian-2011;367,03;42,91
03-ian-2011;362,66;43,09
30-dec-2010;362,35;43,35
29-dec-2010;370,73;43,84
28-dec-2010;369,31;43,23
27-dec-2010;370,21;43,29
23-dec-2010;370,92;42,55
22-dec-2010;369,7;42,95
21-dec-2010;363,03;42,53
20-dec-2010;361,54;42,43
17-dec-2010;360,6;42,38
16-dec-2010;360,12;42,57
15-dec-2010;362,06;42,99
14-dec-2010;361,72;42,91
13-dec-2010;359,9;42,38
10-dec-2010;359,73;41,89
09-dec-2010;358,56;41,27
08-dec-2010;356,41;42,05
07-dec-2010;355,59;42,05
06-dec-2010;354,39;41,32
03-dec-2010;352,77;40,55
02-dec-2010;352,36;41,16
01-dec-2010;357,15;41,58
30-nov-2010;356,19;41,50
29-nov-2010;358,67;40,23
26-nov-2010;361,02;40,54
25-nov-2010;360,13;40,62
24-nov-2010;356,35;40,29
23-nov-2010;353,79;40,51
22-nov-2010;351,56;40,55
19-nov-2010;348,75;39,62
18-nov-2010;348,1;39,33
17-nov-2010;346,2;39,10
16-nov-2010;344,36;39,27
15-nov-2010;344,2;39,40
12-nov-2010;344,58;39,04
11-nov-2010;345,92;39,26
10-nov-2010;348,71;39,65
09-nov-2010;347,39;39,73
08-nov-2010;342,98;39,71
05-nov-2010;341,04;39,48
04-nov-2010;342,3;38,94
03-nov-2010;343,97;38,95
02-nov-2010;353;39,73
01-nov-2010;361,21;42,10
29-oct-2010;354,57;41,99
28-oct-2010;359,39;42,04
27-oct-2010;345,96;41,29
26-oct-2010;345,23;41,23
25-oct-2010;342,71;41,28
22-oct-2010;344,01;40,80
21-oct-2010;346,39;40,79
20-oct-2010;354,45;41,51
19-oct-2010;361,74;41,88
18-oct-2010;363,07;41,84
15-oct-2010;365,09;41,51
14-oct-2010;367,23;41,41
13-oct-2010;372,28;41,72
12-oct-2010;369,36;41,48
11-oct-2010;369,83;41,52
08-oct-2010;369,68;41,41
07-oct-2010;373,64;41,39
06-oct-2010;376,46;42,02
05-oct-2010;372,59;41,76
04-oct-2010;381,41;41,87
01-oct-2010;384,95;41,89
30-sept-2010;387,12;41,84
29-sept-2010;387,98;40,30
28-sept-2010;388,1;40,59
27-sept-2010;387,68;40,63
24-sept-2010;383,74;41,40
23-sept-2010;387,52;41,31
21-sept-2010;391,75;41,19
20-sept-2010;392,76;41,18
17-sept-2010;392,06;41,15
16-sept-2010;398,78;41,68
15-sept-2010;397,74;41,12
14-sept-2010;396,54;40,84
13-sept-2010;393,53;41,14
10-sept-2010;391,59;40,88
09-sept-2010;392,24;41,03
08-sept-2010;392,16;40,77
07-sept-2010;391,55;40,91
03-sept-2010;392,81;41,16
02-sept-2010;391,52;40,99
01-sept-2010;391,72;40,65
31-aug-2010;388,95;40,70
30-aug-2010;387,23;40,91
27-aug-2010;387,13;40,99
26-aug-2010;387,18;40,99
25-aug-2010;383,48;40,65
24-aug-2010;385,11;40,65
23-aug-2010;385,82;40,59
20-aug-2010;389,11;40,59
19-aug-2010;392,38;40,63
18-aug-2010;395,28;40,39
17-aug-2010;391,77;40,88
16-aug-2010;393,44;41,08
13-aug-2010;397,2;40,56
12-aug-2010;394,67;40,12
11-aug-2010;394,47;40,34
10-aug-2010;393,04;40,13
09-aug-2010;392,39;40,41
06-aug-2010;392,45;41,15
05-aug-2010;386,49;41,04
04-aug-2010;380,11;39,51
03-aug-2010;374,72;39,73
02-aug-2010;371,37;39,78
30-iul-2010;370,01;39,79
29-iul-2010;365,49;39,58
28-iul-2010;362,65;38,34
27-iul-2010;358,83;38,65
26-iul-2010;358,7;38,98
23-iul-2010;361,48;38,99
22-iul-2010;359;38,84
21-iul-2010;359,99;38,77
20-iul-2010;359,06;38,95
19-iul-2010;360;39,05
16-iul-2010;361,72;38,89
15-iul-2010;364,9;38,89
14-iul-2010;364,82;38,48
13-iul-2010;361,59;38,57
12-iul-2010;361,44;38,55
09-iul-2010;363,09;38,51
08-iul-2010;362,52;38,51
07-iul-2010;360,41;38,52
06-iul-2010;365,24;38,16
05-iul-2010;366,45;38,38
02-iul-2010;370,7;38,40
01-iul-2010;371,46;38,65
30-iun-2010;373,02;38,53
29-iun-2010;371,22;38,60
28-iun-2010;371,61;38,93
25-iun-2010;373,03;38,21
24-iun-2010;372,61;38,61
23-iun-2010;373,47;38,63
22-iun-2010;372,38;38,58
21-iun-2010;374,01;38,83
18-iun-2010;373,44;38,52
17-iun-2010;373,35;39,18
16-iun-2010;376,27;39,17
15-iun-2010;375,06;38,59
14-iun-2010;373,69;38,25
11-iun-2010;373,41;38,52
10-iun-2010;371,99;38,73
09-iun-2010;371,64;38,39
08-iun-2010;371,28;38,54
07-iun-2010;371,25;39,14
04-iun-2010;375,87;38,90
03-iun-2010;377,67;39,01
02-iun-2010;373,54;39,17
01-iun-2010;374,19;39,74
31-mai-2010;381,68;39,68
28-mai-2010;382,31;39,71
27-mai-2010;378,13;39,54
26-mai-2010;372,72;39,18
25-mai-2010;365,21;38,34
21-mai-2010;377,01;38,40
20-mai-2010;379,28;38,78
19-mai-2010;390,39;39,26
18-mai-2010;392,76;39,56
17-mai-2010;393,25;40,38
14-mai-2010;401,55;40,46
13-mai-2010;405,58;41,19
12-mai-2010;407,5;41,60
11-mai-2010;407,99;41,10
10-mai-2010;408,81;41,08
05-mai-2010;410,5;41,26
04-mai-2010;414,06;41,79
03-mai-2010;413,1;41,73
30-apr-2010;416,96;42,41
29-apr-2010;417,04;42,01
28-apr-2010;417,75;41,86
27-apr-2010;419,2;42,24
26-apr-2010;421,06;42,03
23-apr-2010;423,51;41,73
22-apr-2010;421,95;42,10
21-apr-2010;419,09;42,32
20-apr-2010;422,25;42,38
19-apr-2010;420,42;42,52
16-apr-2010;423,63;42,43
15-apr-2010;426,58;42,47
14-apr-2010;425,57;42,48
13-apr-2010;425,49;42,66
12-apr-2010;425,53;42,79
09-apr-2010;423,36;42,62
08-apr-2010;422,97;42,91
07-apr-2010;424,38;43,06
06-apr-2010;423,01;43,23
01-apr-2010;420,44;43,22
31-mar-2010;421,44;43,24
30-mar-2010;418,58;43,34
29-mar-2010;418,8;42,09
26-mar-2010;418,79;42,70
25-mar-2010;418,04;42,54
24-mar-2010;418,64;42,70
23-mar-2010;421,94;43,44
22-mar-2010;419,77;43,58
19-mar-2010;423,21;43,45
18-mar-2010;420,65;43,20
17-mar-2010;421,49;43,28
16-mar-2010;419,51;43,67
15-mar-2010;420,16;43,59
12-mar-2010;419,39;43,62
11-mar-2010;419,2;43,86
10-mar-2010;421,99;43,68
09-mar-2010;421,79;43,77
08-mar-2010;424,53;44,05
05-mar-2010;425,84;44,09
04-mar-2010;424,94;44,08
02-mar-2010;422,88;44,09
01-mar-2010;425,3;44,36
26-feb-2010;423,78;44,63
25-feb-2010;426,21;44,76
24-feb-2010;425,48;44,60
23-feb-2010;424,36;44,62
22-feb-2010;428,68;45,38
19-feb-2010;430,51;45,49
18-feb-2010;429,48;45,43
17-feb-2010;428,73;45,54
16-feb-2010;436,8;45,53
15-feb-2010;436,4;45,49
12-feb-2010;440,58;45,62
11-feb-2010;439,55;45,63
10-feb-2010;439,86;45,61
09-feb-2010;436,68;45,07
08-feb-2010;437,64;45,39
05-feb-2010;436,53;45,67
04-feb-2010;441,37;46,18
03-feb-2010;444,87;46,03
02-feb-2010;440,44;46,12
01-feb-2010;436,79;46,31
29-ian-2010;435,5;46,39
28-ian-2010;434,03;46,43
27-ian-2010;432,29;46,66
26-ian-2010;429,42;46,58
25-ian-2010;429,1;46,46
22-ian-2010;432,95;46,73
21-ian-2010;435,28;46,49
20-ian-2010;436,5;47,01
19-ian-2010;433,52;46,82
18-ian-2010;433,7;47,17
15-ian-2010;435,84;47,28
14-ian-2010;436,42;47,51
13-ian-2010;433,34;47,58
12-ian-2010;433,13;47,59
11-ian-2010;437,99;47,52
08-ian-2010;430,85;48,03
07-ian-2010;428,65;47,66
06-ian-2010;423,6;47,66
05-ian-2010;425,13;47,65
04-ian-2010;426,95;48,12
